District,School,Date(s) of Collection,First Day of School (2026-27),SIS/Scheduling Software,Days before start of school schedules are available (Latest possible day),Named Arena Selection Process,Preliminary/Unofficial Schedule Before Summer,Teacher Request Allowed,Days after start of school to submit schedule changes (Earliest possible deadline),Disallowed Reason - To be with a friend,Disallowed Reason - Teacher Changes,Disallowed Reason - Different Lunch period,Disallowed Reason - Elective Change,Disallowed Reason - Dropping an application course after a student has been accepted and enrolled,Disallowed Reason - Dropped Course,Disallowed Reason - Changing between AP and IB,Disallowed Reason - Changing of a privilege period,Disallowed Reason - Improving GPA,AP/Honors/Advanced Level-Down Allowed,Level-Down Deadline/Trigger - End of first 6 weeks,Level-Down Deadline/Trigger - End of first semester,Level-Down Deadline/Trigger - Automatic if Failing After 6 weeks,Level-Down Deadline/Trigger - Teacher Initiated,Reason - Change needed for graduation,Reason - Already completed credit,Reason - Missing/Failed Prerequisites,"Reason - Incomplete Schedule, Duplicate Classes, or other Schedule Error","Reason - Balancing Class Loads, or other School Need",Reason - Did not apply / enrolled by mistake,Reason - Add/Drop Athletics/Performing Arts,Reason - Alignment with College Admission Requirements,Reason - Change Needed to Complete an Endorsement,Reason - Needs Placement in Special Education,"Reason - 504 plan, or ESL/ELL services",Reason - Adjustment for Medical/Physical Health,Reason - Relevant Credit earned in Summer School,Reason - Student Elected or Assigned to Conflicting Activity by the Administration,Reason - Remedial Coursework Needed for State Assessment,Reason - Previously Failed Class with Teacher,Reason - Student Enrolled in Dual-Credit Class,Reason - Teacher Initiated Changes,Reason - ARD Meeting Recommendation,Reason - Student Did Not Meet Standard on STAAR or EOC Exams,Use of Scheduling Software,Teacher Request Prior to Schedule Build,Possible to Switch Core Classes,Notes,source_files,model,coded_date,_pathkey
Calallen ISD,Calallen HS,"July 6, 2026; August 7, 2026",August 13 (per 2025-2026 Board-Approved Calendar),,Not stated,Not stated,Not stated,Not stated,First week of school (approx. 5 days); SAVE Committee option begins on 6th day of course,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,"Policy allows changes only for graduation/endorsement plans or computer/registration errors during the first week; after add/drop, core class changes go through SAVE Committee process, electives not considered.",Calallen ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Calallen ISD||Calallen ISD
Carroll ISD,Carroll Senior High School,07/0/26,"Aug 11, 2026",,Not stated,Not stated,Not stated,Not stated,10 days,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Multiple respondents listed; software used includes PowerSchool, Skyward, and Ascender. Master Schedule built in spring based on registration requests; course-change window is first ten school days, subject to seat availability.",Carroll ISD - Carroll Senior Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Caroll ISD||Carroll ISD - Carroll Senior
Cedar Hill ISD,Cedar Hill HS,"July 11, 2026; August 20, 2026",August 12,,About 1 week (7 days) before start,Not stated,Not stated,N,10 days after start of semester,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,"Document contains duplicated table columns with inconsistent answers (e.g., software use Yes/No, deadline strictness Lenient/Moderate/Strict). Deadline for course requests is mid-March of prior year; after that only administrative changes allowed.",Cedar Hill ISD Data Collection .docx,claude-sonnet-5,2026-08-25,Cedar Hill ISD||Cedar Hill ISD
Chapel Hill ISD,Chapel Hill High School (CHHS),07/10/26,Not stated,,Not stated,Not stated,Not stated,N,2 weeks,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,"Necessary schedule changes made only in first 2 weeks of school; elective changes final after spring selection; May 1, 2026 deadline for 2026-2027 schedule change requests; 10th graders may change CTE pathway only in first 2 weeks of 10th grade, 11th/12th graders cannot change CTE pathway.",Chapel Hill ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Chapel Hill ISD||Chapel Hill ISD
Cleburne ISD,Cleburne HS,"July 10, 2026","August 12, 2026",,Not stated,Not stated,Not stated,Not stated,10 days (soft deadline),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Deadline strictness rated variably (Lenient/Moderate/Strict) across columns; after soft deadline, changes require administration approval, not just counselor.",Cleburne ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Cleburne ISD||Cleburne ISD
Cleveland ISD,Cleveland HS,"July 8, 2026; August 7, 2026",August 6,,0 (schedules given on first day of school),Not stated,N,Not stated,12,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Source document's course-change policy bullet lists (accepted reasons and disallowed requests) were blank/stripped in the provided text, so most reason fields could not be confirmed. Software use varies by column (PowerSchool, Skyward, Ascender).",Cleveland ISD Data Collection .docx,claude-sonnet-5,2026-08-25,Cleveland ISD||Cleveland ISD
Clint ISD,Horizon High School,07/23/26,"Aug 12, 2026",,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Clint ISD - Horizon HS Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Clint ISD||Horizon HS
Columbia-Brazoria ISD,Columbia HS,"July 16, 2026 - August 7, 2026",Not stated,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Document contains mostly blank/unanswered fields; only calendar (Aug 13, from 2025-2026 board-approved calendar, not confirmed for 2026-27), software vendor names (PowerSchool/Skyward/Skyward/Ascender), and deadline strictness ratings (Lenient/Moderate/Moderate/Strict) were provided. No course-change policy prose was included.",Columbia-Brazoria ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Columbia-Brazoria ISD||Columbia-Brazoria ISD
Conroe ISD,Caney Creek HS,"July 17, 2026",August 12,,2 days (August 11),Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Deadline strictness rated Lenient to Strict across sources; changes after spring verification limited to prerequisite/misplacement issues; once semester begins, changes allowed if in student's best interest and seats available, subject to counselor/teacher/parent/AP approval.",Conroe ISD Data Collection - Caney Creek HS.docx,claude-sonnet-5,2026-08-25,Conroe ISD||Caney Creek HS
Conroe ISD,TW College Park HS,"July 17, 2026; August 18, 2026",August 12,,About 1 week before (week leading up to first day),Not stated,Y,N,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,N,Y,"Change deadline is 4/10/26 (before school starts); software (PowerSchool/Skyward/Ascender) handles master scheduling with manual adjustments for extracurriculars, SPED, misplacements, and class-size balancing; teacher requests explicitly not accepted.",Conroe ISD Data Collection - College Park HS.docx,claude-sonnet-5,2026-08-25,Conroe ISD||College Park HS
Conroe ISD,Conroe HS,"July 17, 2026","August 12, 2026",,4 days (Aug 8 schedule walk before Aug 12 start),Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Course changes limited after spring verification to prerequisite issues or misplacement; deadline strictness varies (Lenient/Moderate/Strict) across responses.,Conroe ISD Data Collection - Conroe HS.docx,claude-sonnet-5,2026-08-25,Conroe ISD||Conroe HS
Conroe ISD,Grand Oaks HS,"July 17, 2026",August 12,,"6 days (Aug 6 pickup, Aug 12 start)",Not stated,Y,Not stated,"7 days (Aug 19 deadline, Aug 12 start)",Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Multiple scheduling software systems listed (PowerSchool, Skyward, Ascender); many data-collection fields left blank in source document.",Conroe ISD Data Collection - Grand Oaks HS.docx,claude-sonnet-5,2026-08-25,Conroe ISD||Grand Oaks HS
Eagle Mt-Saginaw ISD,Watson,08/04/26,"Aug 13, 2026",,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Schedule changes only considered for graduation plan adjustments, level changes, or scheduling errors; strictness rated Lenient/Moderate/Strict across responses; school uses multiple scheduling software (PowerSchool, Skyward, Ascender)",Eagle Mt-Saginaw ISD - Watson HS Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Eagle Mt-Saginaw ISD||Watson HS
Grand Prairie ISD,John A. Dubiski Career HS,"July 12, 2026",August 11,,5 days (Aug 6 vs Aug 11 start),Not stated,Not stated,Not stated,10 days (first 10 days of a semester),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,"Source document contains inconsistent/conflicting entries across columns (e.g., multiple scheduling software listed); treated as one school record.",Grand Prairie Data Collection - John A. Dubiski Career HS.docx,claude-sonnet-5,2026-08-25,Grand Prairie ISD||John A. Dubiski Career HS
Lake Worth ISD,Lake Worth HS,"July 15, 2026",August 12 (from 2025-26 calendar; 2026-27 not stated),,"5 days (orientation/schedule pickup Aug 5-7, school starts Aug 12)",Not stated,Not stated,Not stated,11 days (before the 11th day of class each semester),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Y,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Schedule change requests must initiate on campus schedule change form during a 3-day window in spring; after school begins changes limited to correcting errors or equalizing enrollments; strictness of deadline reported inconsistently as Lenient/Moderate/Strict across responses.,Lake Worth ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Lake Worth ISD||Lake Worth ISD
Little Cypress-Mauriceville,Little Cypress-Mauriceville,07/16/26,Not stated,,Not stated,Not stated,Not stated,Not stated,End of first week of semester,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Deadline for 2026-2027 course change requests: March 13. Strictness/leniency ratings varied across respondents (Lenient/Moderate/Strict).,Little Cypress-Mauriceville Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Little Cypress-Mauriceville||Little Cypress-Mauriceville
Dripping Springs ISD,Dripping Springs,07/28/26,"Aug 12, 2026",,Not stated,Not stated,Not stated,N,3 days,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Y,Y,Y,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Y,Y,Y,Y,Not stated,Y,Course-level changes considered end of 2nd week of fall semester; requires tutorials/conferences; level changes in core classes not considered after first 6 weeks but reviewed 2nd semester; appeal process available; parent can request teacher change via separate in-person process under state law.,Dripping Springs ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Dripping Springs ISD||Dripping Springs ISD
Edinburg CISD,Edinburg North,08/04/26,"Aug 24, 2026",,Not stated,Not stated,Not stated,N,"31 days (Level Down deadline Sept 24, 2026)",Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Course change deadlines vary by type: Fall course change/Level Up due Aug 21, 2026 (before school starts Aug 24); Fall Level Down due Sept 24, 2026; Spring course change/Level Up due Jan 13, 2027; Spring Level Down due Feb 16, 2027.",Edinburg North HS - Edinburg CISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Edinburg ISD||North HS -CISD
Graham ISD,Graham HS,"July 16, 2026; August 7, 2026","August 12, 2026",,"0 days (schedule pickup Aug 8-12, school starts Aug 12)",Not stated,Not stated,Y,"Not stated (prior-year handbook cites elective-change deadline of Sept 5, 2025)",Not stated,N,Not stated,N,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,"Policy from GISD 25-26 student handbook and GHS Schedule Change Procedures doc; general schedule changes limited to: class no longer offered, class incorrectly added, missing a class, leveling of classes, one elective change before a set deadline, and AP/Pre-AP to on-level drop per guidelines. Teacher-specific changes require parent-teacher conference + 3 tutorials before being considered, and result only in lateral (same course, different teacher) changes.",Graham ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Graham ISD||Graham ISD
Socorro ISD,Montwood High School,08/07/26,"Jul 27, 2026",,Not stated,Not stated,Not stated,Not stated,4 days,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Students may drop/change courses without penalty only in the first 4 days of the semester (written request required). After that grace period, changes without grade penalty are only allowed for: failing to meet prerequisites, inappropriate level placement, need for graduation, or principal-approved extenuating circumstances. Dropping after grace period results in no credit, a recorded attempt, and grade calculated into GPA/rank.",Montwood - Socorro ISD Data Collection Guide.docx | Montwood- Socorro ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Socorro ISD||Montwood
Waxahachie ISD,Waxahachie HS,"July 8, 2026; August 6, 2026",August 13 (from 2025-26 calendar; 2026-27 not explicitly stated),,3 days,Not stated,Not stated,N,Not stated,Y,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Y,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Y,"Handbook lists only 5 accepted reasons for schedule changes, all due by last day of prior school year; EOC remediation may force elective drop; Pre-AP/AP changes not considered until grading period ends.",Waxahachie ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Waxahachie ISD||Waxahachie ISD
